question,answer,keywords
TongWeb8安装目录下，各子级目录的具体作用是什么？,bin 可执行文件。 domains 已建立的实例的存放位置。 lib 全域共享的 jar 包。 lib/app 目录下为应用共享的 jar 包。 version*.zip 对应产品版本的库文件。 license.dat 安装的 TongWeb License 文件。,"安装, bin, domain, version*.zip"
TongWeb8实例目录包含哪些信息？,TongWeb 默认实例存放于 “${tongweb.home}/domains/domain1”目录。 创建的新实例目录位于 “${tongweb.base}/domains”，以实例名进行命名，实例下的目录结构相同 autodeploy TongWeb 提供的默认自动部署目录。 conf 配置文件所在目录。 • console.xml：集中管理和用户登录配置文件。 • tongweb.xml：主配置文件。 • default-web.xml：默认的 Web 描述文件。 data 用于存放应用备份文件。 • /app/backup：备份部署应用存放路径。 • /app/recycle：解部署应用存放路径。 • /app/update：创建应用增量存放路径。 • /conf：存放自动备份的 console.xml 和 tongweb.xml 文件目录。 • /secure：存放受管的可信文件列表的文件目录。 deployment 已部署应用的应用程序目录。 lib 实例的库文件。例如：数据源的驱动包，可提前存放在 “/lib” 目录下。 logs 存放日志文件的目录。 • access：访问日志存放路径。开启访问日志后，可查看，默认关闭。 • audit：审计日志存放路径。 • gc：gc垃圾回收日志存放路径。 • jvm：进程jvm相关日志存放路径。 • server：服务器日志存放路径。 • tongweb.pid：用于记录进程的 PID。 temp TongWeb 启动后，生成的目录。 用于存放 TongWeb 运行过程中产生的临时文件。,安装
TongWeb8有哪些配置文件，分别存放在何处？,TongWeb 提供了可视化界面和主配置文件两种方式供用户配置和管理应用。 主配置文件的路径，如下所示。 • 主配置文件：${tongweb.base}\conf\tongweb.xml。 • 集中管理和用户登录配置文件：${tongweb.base}\conf\console.xml。 • 默认的 web 描述文件：${tongweb.base}\conf\default-web.xml,"安装, tongweb.xml, console.xml, default-web.xml"
TongWeb8的配置文件有做备份处理吗？,主配置文件（tongweb.xml 和 console.xml）在运行期间支持双重备份，防止被手动篡改。 双重备份 指内存和实例路径 “${tongweb.base}\conf” 下，分别进行实时备份。 实例路径下实时备份文件。 • 文件：tongweb.xml.lastUpdated 和 console.xml.lastUpdated。 • 路径：${tongweb.base}\conf,"安装, 配置文件, 备份"
当配置文件丢失或错误时，怎么通过备份恢复配置文件？,为了确保主配置文件的安全性，在 TongWeb 运行期间采取了防篡改措施。若主配置文件被意外篡改，系统 会自动恢复并不会应用这些修改。 • 启动 TongWeb 时，若检测到主配置文件被意外删除或者篡改，而导致启动失败，则会使用实例路径下实 时备份文件 “.lastUpdated” 恢复主配置文件。 • 若 “主配置文件” 和 “实例路径下实时备份文件” 在运行期间被删除或篡改，TongWeb 会自动使用内存里 的实时备份文件进行恢复。,"安装, 配置文件, 恢复"
TongWeb8如何正确修改配置文件？,当用户在预置自动部署相关配置、配置启动参数、自定义控制台前缀、设置信任 IP 等情况下时，需要修改主配置文件并使其生效。 在确保安全的情况下，在控制台关闭 “服务器主配置文件防篡改” 开关，默认 “开启”。 该开关用于禁止在 TongWeb 运行期间对主配置文件进行修改。 1. 登录 TongWeb 控制台。 2. 切换到目标实例。 3. 在左侧菜单栏中，选择 “安全管理” > “安全策略”，进入安全策略页面。 4. 在 “文件防篡改” 页签，关闭 “服务器主配置文件防篡改” 开关。 5. 关闭后，重启 TongWeb 服务器使配置生效。 6. 该开关关闭后，用户即可在 TongWeb 运行期间修改主配置文件。 修改完成后，请及时开启该开关，防止主配置文件在运行期间被篡改。,"安装, 修改配置文件"
不能登录控制台TongWeb8如何正确修改配置文件？,当用户在预置自动部署相关配置、配置启动参数、自定义控制台前缀、设置信任 IP 等情况下时，需要修改主配置文件并使其生效。 停止 TongWeb 服务器，然后再进行修改。,"安装, 修改配置文件"
TongWeb8的bin目录下各脚本的作用是什么？,${tongweb.home}/bin：包含了 Linux 平台上产品启动、停止等所需要的可执行脚本文件。 ${tongweb.home}/bin/windows：包含了 Windows 平台上产品启动、停止等所需要的可执行脚本文 件。 admin 服务器主脚本。可用于管理服务器内部资源、服务器启停、版本信息、安 装 TongWeb 自启动服务，生成轻量版、嵌入版等。 关于脚本的使用说明，请参见《TongWeb_V8.0控制台使用手册》 “进阶 使用” 中的 “admin.[bat|sh] 脚本使用说明”章节。 cli 命令行工具。交互式执行命令且可通过 “Tab” 键提示或者自动补全参数。 关于命令行工具的使用说明，请参见《TongWeb_V8.0命令行工具手 册》。 commandstool 命令行工具。 关于命令行工具的使用说明，请参见《TongWeb_V8.0命令行工具手 册》。 forcestop 强停服务器实例脚本。 startd 以后台模式启动服务器实例。 Linux 环境下建议以后台模式启动服务器实例，执行 startd.sh 脚本，可防 止 SSH 断开后，TongWeb 进程停止。 startserver 启动服务器实例。 stopserver 停止服务器实例。 tongweb-launcher.jar 启动引导程序。 version 运行脚本后，可查看 TongWeb 版本信息（产品版本、构建时间、命名空 间、运行模式、OS、JVM 等）和 License 信息。,"安装, 脚本, commandstool, admin"
${tongweb.base}/temp/cache的作用是什么？,临时文件目录 “${tongweb.base}/temp/cache” 用于存放 TongWeb 在运行时的编译文件，即 “.class” 文件。 例如：JSP 编译后的文件。清空 work 目录，然后重启 TongWeb，即可达到清除缓 存的作用。 修改 console 访问前缀、停止应用、卸载应用后均会自动清理 work 目录。,"安装, temp/cache, work"
TongWeb8的日志存放在哪？,日志路径：${tongweb.base}/logs，其中包含：access，audit，gc，jvm，server，tongweb.pid,"安装, 日志, gc, server.log, access.log"
TongWeb8的日志文件分别记录了什么？,access 访问日志。启用访问日志后，即可生成访问日志文件。默认为“关闭”。 进入TongWeb管理控制台 > “日志管理” > “访问日志”页面，启用访问日志。 audit 审计日志。 用于跟踪记录用户对服务器进行的操作。仅安全审计员可查看和配置审 计日志。 gc gc垃圾回收日志。默认为“关闭”。 若需要GC垃圾回收日志，可通过如下方式进行配置。 1. 进入TongWeb管理控制台 > “基础配置” > “JVM配置”>“GC策略”页面。 2. 开启“记录GC日志”，并设置“GC日志文件”路径即可。默认路径 为“logs/gc/gc.log”。 jvm 进程 JVM 相关的日志。 启用记录 JVM 日志后，系统才会传给 JVM 加载，生成 JVM 日志文件。默认为 “开 启”。 若需要关闭，可通过如下方式进行配置。 1. 进入 TongWeb 管理控制台 > “基础配置” > “JVM 配置”>“JVM 日志”页面。 2. 关闭“记录JVM日志”即可。 关闭“记录JVM日志”后，日志将不记录到日志文件中。 server 服务器运行期间产生的系统日志。 tongweb.pid 用于记录进程的 PID，在做开机自启动 systemd 服务时，指明进程 PID 文件。 注意：。 • 删除该文件后会宕机。 • 如果是老版本升级，本地实例在重启并完成升级后，会提示启动失败，此时可忽 略该提示；当重启集中管理后状态将会恢复正常。,"安装, 日志, gc, server.log, access.log"
怎么验证JDK环境？,前置条件。 • 已从官网下载并安装JDK。 • JDK 版本要求：JDK8-JDK21。 注意：。 ◦ 支持 Oracle JDK，但部分 Oracle JDK 版本商用收费，在生产使用时请注意商业授权，或采用 Open JDK、Tong JDK。 ◦ 启用国密认证，JDK 要求 JDK8-JDK11。 ◦ 使用虚拟线程，JDK 要求 JDK21。 ◦ 需要安装 JDK，不能仅安装 JRE。仅安装 JRE 会导致 TongWeb 部分功能不能使用。 ◦ Linux 下若使用 IBM JDK，则需要手动放置如下 jar 包到 “${tongweb.home}/lib/compatible” 目录， 否则启动 TongWeb 失败。 ▪ JDK 8.0 bcprov-jdk15on-1.70.jar ▪ JDK 8.0+ bcprov-jdk18on-1.78.1.jar 操作步骤 在命令行界面，输入“java -version”。 若回显信息为Java 版本，说明安装成功。,"安装, jdk"
关于JDK环境需要注意什么？,首次安装 TongWeb 后，启动 TongWeb 时，优先查找系统环境变量里的 PATH。 • 当 TongWeb 在用户的系统环境变量 PATH 没查找到 java 命令时，TongWeb 将无法启动。 此时，您可以在 “${tongweb.home}/bin” 目录手动创建 “JAVA_HOME.txt” 文件，并配置 java 的安装路 径。 “JAVA_HOME.txt” 文件 Linux 环境和 Windows 环境共用，均从该文件读取 java 安装路径。 当 TongWeb 可以正常启动后，您也可以在 “${tongweb.home}/domains/domain1/conf/tongweb.xml” 中设置 TongWeb 实例的 JAVA_HOME。 或者进入管理控制台 >“基础配置”>“JVM配置”>“环境变量”，添加 java 路径及环境变量。此处设置的 JAVA_HOME 为当前 TongWeb 实例缺省使用的 java。 ◦ 不同的 TongWeb 实例可通过 “tongweb.xml” 自定义为不同的 java。 ◦ 若不设置 TongWeb 实例的 JAVA_HOME，则 TongWeb 实例使用 PATH 或者 JAVA_HOME.txt 配置 的 java。 ◦ 当设置了系统环境变量 PATH 或者 JAVA_HOME.txt 时，又设置了 TongWeb 实例的 JAVA_HOME,"安装, jdk, 注意事项"
windows环境怎么启动并访问TongWeb8?,1. 进入到 “${tongweb.home}/bin/windows” 目录。 2. 运行 startserver.bat ，即可启动 TongWeb 应用服务器默认实例。 3. 在浏览器地址中，输入如下地址，按 Enter，进入 TongWeb 管理控制台登录页面。 https://localhost:9060/console。 4.在输入登录地址后，会弹出安全提示页面直接单击“高级”>“继续访问”，即可访问TongWeb管理控制台登录页面。 5.输入 “账户名称” 和 “账户密码”，进入 TongWeb 管理控制台。,"安装, startserver"
linux环境怎么启动并访问TongWeb8?,1. 执行如下命令，查看 Openfiles 值为默认“1024”(该值偏小)，建议设置为“65535”。 ulimit -a。 2. 修改 “/etc/security/limits.conf”，增加如下两行配置。 * soft nofile 65535 * hard nofile 65535。 3. 执行如下命令，进入到 “${tongweb.home}/bin” 目录。 cd ${tongweb.home}/bin。 4. 若没有执行权限，则执行如下命令，将 bin 目录下的文件权限变更为可执行权限。 chmod -R 755 *。 5. 执行如下命令，以后台模式启动 TongWeb 服务器实例。 ./startd.sh 若回显信息出现 “Server startup in xx seconds”，则说明启动 TongWeb 成功。 注意：。 ◦ “./startd.sh” 表示以后台模式启动服务器，在 Linux 下建议以后台模式启动，可防止 SSH 断开后 ，TongWeb 进程停止。 ◦ 若用户仅调试或临时运行服务，则可以运行 “startserver.sh” 脚本，在当前终端可以直接看到服务器 输出的日志信息等。 ◦ 使用 jps 命令，可查看的运行的 TongWeb 进程，例如 “TongWebMain”、“tongweb-launcher.jar” 等。 ◦ 若需要停止 TongWeb 服务器，请执行 “stopserver.sh” 脚本。,"安装, startserver"
